id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
28448,59.0,Female,83613.0,,3.0,High School,Employed,,Urban,Basic,0.0,13.0,668.0,2.0,2021-08-19 15:21:39.189223,Good,No,Monthly,Apartment,1683.0
1059833,56.0,Female,24861.0,Divorced,1.0,PhD,Self-Employed,7.939353918643342,Suburban,Basic,1.0,11.0,742.0,5.0,2023-06-19 15:21:39.155231,Average,No,Weekly,House,717.0
1131799,50.0,Female,120954.0,Divorced,4.0,Master's,Self-Employed,18.97948232882436,Rural,Basic,1.0,10.0,773.0,4.0,2022-07-01 15:21:39.279729,Poor,Yes,Rarely,Apartment,391.0
920684,64.0,Female,131159.0,Divorced,2.0,Bachelor's,Unemployed,,Suburban,Comprehensive,0.0,3.0,694.0,9.0,2024-03-29 15:21:39.093681,Good,Yes,Rarely,Apartment,2624.0
400020,53.0,Female,81381.0,Single,0.0,Master's,Self-Employed,39.63301064346869,Suburban,Comprehensive,3.0,9.0,552.0,4.0,2023-02-05 15:21:39.134960,Good,Yes,Rarely,House,28.0
827773,60.0,Male,124566.0,Married,4.0,High School,Unemployed,42.070135273921416,Urban,Comprehensive,2.0,11.0,366.0,7.0,2022-02-05 15:21:39.237118,Good,No,Weekly,Apartment,1757.0
997029,25.0,Female,7832.0,Divorced,4.0,Bachelor's,,46.02014912971842,Urban,Comprehensive,4.0,8.0,809.0,2.0,2020-09-02 15:21:39.080440,Average,Yes,Daily,House,770.0
1086652,27.0,Male,2673.0,Married,4.0,PhD,,4.829061841435464,Urban,Premium,1.0,19.0,831.0,9.0,2019-12-12 15:21:39.134960,Poor,No,Daily,Apartment,685.0
709085,60.0,Male,4411.0,Divorced,2.0,Master's,Employed,46.44350034855093,Rural,Comprehensive,1.0,3.0,679.0,3.0,2022-03-06 15:21:39.078837,Poor,Yes,Weekly,Apartment,2524.0
57333,63.0,Male,57422.0,Divorced,3.0,Bachelor's,Employed,34.71587660397127,Suburban,Comprehensive,,13.0,539.0,6.0,2020-01-16 15:21:39.096739,Average,Yes,Rarely,Apartment,106.0
1156857,42.0,Male,25400.0,Single,0.0,Bachelor's,Unemployed,29.974002835899583,Rural,Premium,,13.0,,5.0,2021-03-27 15:21:39.119168,Good,No,Daily,Condo,1361.0
512414,57.0,Male,44160.0,Single,3.0,High School,Unemployed,22.481621322744907,Suburban,Comprehensive,1.0,9.0,729.0,6.0,2022-06-02 15:21:39.155231,Good,Yes,Monthly,House,1353.0
1007987,50.0,Female,70782.0,Divorced,0.0,Master's,Employed,36.83590447397303,Suburban,Premium,1.0,1.0,687.0,2.0,2022-03-15 15:21:39.223901,,Yes,Daily,Condo,39.0
856611,18.0,Male,10125.0,Single,2.0,High School,Employed,17.981401099520554,Suburban,Premium,,15.0,827.0,4.0,2022-06-01 15:21:39.188220,Poor,Yes,Rarely,Condo,1658.0
596829,50.0,Female,116711.0,Divorced,4.0,PhD,Self-Employed,,Urban,Premium,3.0,3.0,543.0,9.0,2020-05-07 15:21:39.290098,Average,Yes,Weekly,Condo,641.0
439813,37.0,Female,1563.0,Divorced,1.0,High School,,14.146544492077805,Rural,Basic,1.0,3.0,766.0,1.0,2020-03-23 15:21:39.237118,Good,Yes,Rarely,Apartment,3399.0
525389,57.0,Male,14692.0,Divorced,2.0,Master's,Employed,7.896689453503673,Suburban,Premium,0.0,6.0,553.0,6.0,2022-12-28 15:21:39.259788,Poor,No,Daily,House,688.0
710839,50.0,Male,46842.0,Married,3.0,Master's,,3.41706097783423,Urban,Premium,0.0,13.0,596.0,6.0,2024-06-02 15:21:39.108562,Poor,No,Daily,Apartment,393.0
703247,24.0,Female,17999.0,Divorced,0.0,PhD,,14.944793915119057,Suburban,Basic,4.0,9.0,,5.0,2023-11-01 15:21:39.155231,Average,No,Weekly,House,523.0
339123,50.0,Male,927.0,Married,1.0,Bachelor's,Unemployed,10.958152796476377,Suburban,Premium,1.0,11.0,471.0,7.0,2020-08-01 15:21:39.134960,Poor,No,Daily,Apartment,587.0
19482,47.0,Female,909.0,Married,4.0,Bachelor's,Self-Employed,,Rural,Basic,1.0,16.0,477.0,5.0,2023-10-06 15:21:39.134960,Poor,No,Weekly,Condo,463.0
495530,20.0,Female,,Divorced,4.0,Bachelor's,Self-Employed,16.898093135891543,Suburban,Comprehensive,1.0,8.0,431.0,1.0,2021-03-10 15:21:39.134960,Good,Yes,Rarely,Apartment,465.0
639867,56.0,Male,64974.0,Single,2.0,PhD,Unemployed,26.98505028639524,Rural,Premium,1.0,3.0,372.0,2.0,2022-03-18 15:21:39.237118,Poor,Yes,Daily,Condo,2055.0
98605,47.0,Female,5871.0,Divorced,0.0,PhD,Employed,18.76447704582792,Suburban,Premium,,4.0,839.0,9.0,2024-03-21 15:21:39.155231,Poor,Yes,Monthly,Apartment,456.0
415170,59.0,Female,8072.0,Divorced,3.0,High School,Unemployed,35.7585177452916,Urban,Comprehensive,1.0,12.0,756.0,3.0,2024-02-23 15:21:39.226954,Poor,Yes,Daily,House,1515.0
191920,50.0,Female,30647.0,Married,1.0,High School,Unemployed,26.096610796421043,Suburban,Premium,1.0,7.0,310.0,6.0,2021-11-16 15:21:39.224915,Good,No,Monthly,Apartment,1407.0
829672,63.0,Female,1676.0,Married,4.0,PhD,Employed,17.312877829843572,Rural,Basic,1.0,16.0,,5.0,2021-12-27 15:21:39.233998,Good,Yes,Daily,House,431.0
27175,48.0,Female,14741.0,Married,1.0,Master's,,20.97634315320992,Urban,Comprehensive,3.0,11.0,,9.0,2021-02-24 15:21:39.268507,Poor,No,Daily,Condo,533.0
440646,50.0,Male,75989.0,,3.0,High School,,14.347440649556413,Suburban,Premium,,2.0,828.0,3.0,2024-05-08 15:21:39.155231,Average,No,Daily,House,225.0
1014999,34.0,Male,3714.0,Divorced,2.0,PhD,,23.642641643941804,Suburban,Comprehensive,1.0,8.0,469.0,8.0,2024-08-11 15:21:39.185215,Good,No,Weekly,House,234.0
1165136,64.0,Male,1409.0,Married,0.0,PhD,Self-Employed,,Urban,Premium,0.0,18.0,565.0,6.0,2023-06-05 15:21:39.134960,Poor,Yes,Weekly,Apartment,735.0
1101709,29.0,Male,14612.0,Single,1.0,PhD,Unemployed,30.96776992479589,Suburban,Basic,,13.0,836.0,6.0,2022-11-02 15:21:39.174719,Average,Yes,Daily,House,1097.0
226424,19.0,Female,43941.0,Single,2.0,PhD,Employed,22.39187798318533,Rural,Basic,,15.0,765.0,5.0,2022-10-13 15:21:39.155231,Average,Yes,Monthly,Condo,912.0
861609,64.0,Female,127627.0,Single,0.0,High School,Self-Employed,7.053521514505756,Suburban,Premium,0.0,15.0,372.0,9.0,2020-11-28 15:21:39.249100,Poor,No,Rarely,Apartment,481.0
162637,20.0,Male,53374.0,Divorced,0.0,Master's,,18.3927266462829,Rural,Comprehensive,,2.0,,7.0,2022-09-14 15:21:39.263607,Poor,No,Rarely,House,280.0
948042,62.0,Male,39079.0,Single,0.0,Bachelor's,Unemployed,18.58986037931623,Urban,Basic,,15.0,822.0,9.0,2021-02-26 15:21:39.236064,,No,Rarely,House,1665.0
682859,56.0,Female,30429.0,Married,,PhD,Self-Employed,26.635210522916285,Urban,Basic,4.0,17.0,,9.0,2020-08-08 15:21:39.265513,Average,No,Weekly,House,413.0
265030,59.0,Female,29964.0,Divorced,,Bachelor's,Employed,36.68204784200713,Urban,Comprehensive,,18.0,375.0,5.0,2023-08-24 15:21:39.098696,Average,Yes,Rarely,Apartment,724.0
31083,37.0,Female,18679.0,Married,4.0,PhD,Employed,27.55992642291938,Suburban,Comprehensive,,7.0,594.0,4.0,2024-02-05 15:21:39.237118,Average,No,Daily,Apartment,1351.0
1117813,38.0,Male,37174.0,Single,1.0,PhD,Unemployed,14.99050386520609,Suburban,Basic,1.0,2.0,591.0,8.0,2023-02-18 15:21:39.098696,Average,Yes,Weekly,Apartment,248.0
93082,52.0,Female,38156.0,Divorced,2.0,High School,Employed,19.93614994763144,Urban,Basic,0.0,4.0,697.0,1.0,2022-07-18 15:21:39.134960,Average,Yes,Monthly,Condo,1233.0
172041,47.0,Male,,Single,3.0,PhD,Employed,36.31183667438077,Rural,Premium,0.0,9.0,353.0,1.0,2024-05-12 15:21:39.192212,Poor,Yes,Daily,House,1616.0
1155983,47.0,Female,45926.0,Single,0.0,High School,Self-Employed,34.9360185396748,Urban,Premium,1.0,2.0,744.0,4.0,2021-05-01 15:21:39.155231,Average,Yes,Weekly,House,1393.0
237414,21.0,Male,14469.0,Single,1.0,High School,,45.28888339300472,Rural,Comprehensive,,4.0,809.0,5.0,2023-05-16 15:21:39.191219,Good,Yes,Weekly,Condo,90.0
924970,50.0,Male,,Divorced,1.0,Bachelor's,,11.926310776452368,Rural,Premium,0.0,8.0,582.0,8.0,2024-04-09 15:21:39.134960,Poor,No,Monthly,House,305.0
500578,54.0,Female,3565.0,Single,3.0,Bachelor's,Unemployed,10.716757196832038,Suburban,Basic,2.0,8.0,830.0,1.0,2019-12-12 15:21:39.180553,Average,Yes,Monthly,House,591.0
253421,51.0,Male,24489.0,Single,1.0,High School,Employed,24.817373384738858,Suburban,Basic,,10.0,,6.0,2023-08-31 15:21:39.171102,Poor,No,Daily,House,930.0
304010,46.0,Male,11069.0,Divorced,1.0,Bachelor's,Unemployed,27.92778652716788,Suburban,Premium,,7.0,498.0,2.0,2022-08-26 15:21:39.146733,Good,No,Monthly,House,1670.0
154000,63.0,Male,6408.0,Married,2.0,Master's,Self-Employed,21.98817558368055,Urban,Comprehensive,,0.0,720.0,4.0,2020-01-21 15:21:39.172097,Poor,No,Rarely,Apartment,795.0
179640,48.0,Male,103611.0,Single,0.0,Bachelor's,Unemployed,13.534912309205636,Rural,Comprehensive,4.0,7.0,,8.0,2021-03-21 15:21:39.144722,Poor,No,Weekly,Condo,2786.0
943734,21.0,Male,2637.0,,0.0,Master's,,14.689099341203972,Rural,Comprehensive,0.0,5.0,328.0,3.0,2021-05-03 15:21:39.198406,Poor,Yes,Weekly,Condo,1206.0
906179,27.0,Female,29018.0,Divorced,2.0,High School,Employed,21.56773210511415,Urban,Premium,,19.0,749.0,9.0,2023-06-26 15:21:39.167099,Average,No,Monthly,Condo,1253.0
240274,59.0,Male,91447.0,Divorced,2.0,High School,Self-Employed,34.31793905297377,Rural,Comprehensive,0.0,13.0,453.0,8.0,2021-10-13 15:21:39.186212,,Yes,Monthly,Condo,1441.0
417881,20.0,Male,74829.0,Divorced,4.0,Master's,Self-Employed,39.22646303713313,Urban,Comprehensive,1.0,1.0,403.0,4.0,2024-06-20 15:21:39.261856,Poor,Yes,Daily,House,563.0
12730,23.0,Female,6054.0,,0.0,PhD,Self-Employed,44.66250066959406,Urban,Premium,,0.0,599.0,4.0,2024-06-27 15:21:39.105504,Good,No,Daily,House,110.0
342396,42.0,Male,17121.0,Married,4.0,High School,Employed,36.69382420295725,Urban,Basic,1.0,6.0,815.0,6.0,2021-07-17 15:21:39.246098,Poor,Yes,Weekly,Condo,29.0
1059184,27.0,Male,74719.0,Single,0.0,Bachelor's,Self-Employed,30.99222092912296,Urban,Comprehensive,1.0,4.0,721.0,1.0,2024-03-29 15:21:39.259648,Good,Yes,Daily,House,372.0
471330,37.0,Male,12719.0,Single,3.0,Master's,Self-Employed,36.29130622455977,Suburban,Basic,1.0,12.0,714.0,8.0,2023-02-25 15:21:39.166062,Average,No,Daily,Condo,127.0
1045573,23.0,Female,38654.0,Divorced,3.0,High School,,38.73948020600124,Suburban,Comprehensive,,4.0,784.0,3.0,2023-08-09 15:21:39.225916,Good,Yes,Rarely,Condo,602.0
1118285,55.0,Male,12053.0,Married,2.0,High School,,20.91987399357494,Rural,Comprehensive,,2.0,766.0,2.0,2023-08-09 15:21:39.226954,Poor,Yes,Weekly,Apartment,528.0
731593,34.0,Male,10068.0,Married,4.0,PhD,,30.82973289342996,Rural,Comprehensive,2.0,9.0,713.0,1.0,2022-08-28 15:21:39.167099,Good,Yes,Daily,House,1668.0
839215,25.0,Female,51373.0,,3.0,PhD,Self-Employed,38.75745059365549,Rural,Basic,,5.0,649.0,7.0,2021-07-19 15:21:39.286113,Good,No,Daily,Condo,26.0
987552,18.0,Male,95905.0,Divorced,4.0,High School,Unemployed,21.183313657927524,Rural,Basic,2.0,18.0,437.0,6.0,2024-01-26 15:21:39.125660,Poor,No,Monthly,Apartment,1521.0
1100365,64.0,Female,17863.0,Divorced,,High School,,16.826284521205476,Suburban,Comprehensive,,15.0,709.0,9.0,2019-11-27 15:21:39.144722,Average,No,Monthly,Condo,620.0
261365,57.0,Female,42262.0,Divorced,2.0,High School,Unemployed,26.72986517118341,Rural,Basic,3.0,14.0,638.0,8.0,2022-06-24 15:21:39.281787,Good,No,Monthly,Condo,70.0
700035,33.0,Male,64512.0,Divorced,1.0,Bachelor's,,32.16147534706027,Rural,Premium,0.0,17.0,410.0,2.0,2024-07-11 15:21:39.274993,Good,No,Daily,Condo,26.0
119194,45.0,Male,44742.0,Divorced,3.0,Bachelor's,Employed,4.829792438068802,Suburban,Premium,1.0,12.0,685.0,4.0,2024-04-09 15:21:39.151732,Average,No,Rarely,Condo,543.0
592606,18.0,Male,,Divorced,,Master's,Unemployed,12.643073960593505,Rural,Comprehensive,,14.0,310.0,8.0,2022-08-18 15:21:39.215386,Average,No,Daily,House,1847.0
589947,19.0,Female,45587.0,Divorced,0.0,Bachelor's,Self-Employed,18.6342778976809,Urban,Comprehensive,0.0,5.0,,9.0,2023-12-29 15:21:39.095696,Poor,No,Weekly,House,1338.0
366931,28.0,Male,74364.0,Single,0.0,Bachelor's,Unemployed,14.077694236603564,Urban,Comprehensive,2.0,5.0,511.0,4.0,2021-01-26 15:21:39.269494,Poor,Yes,Rarely,House,66.0
1056566,53.0,Male,44624.0,Single,1.0,Bachelor's,Self-Employed,18.590157924887023,Urban,Comprehensive,,12.0,,3.0,2020-11-05 15:21:39.220389,Good,No,Rarely,Apartment,1312.0
1101586,30.0,Female,13791.0,Single,1.0,PhD,Employed,49.26570187587645,Urban,Premium,0.0,5.0,,2.0,2023-10-01 15:21:39.282785,Average,No,Weekly,Apartment,2519.0
65472,36.0,Male,28139.0,Divorced,1.0,High School,Self-Employed,21.879206925424853,Urban,Basic,2.0,12.0,557.0,7.0,2021-01-12 15:21:39.237118,Average,Yes,Monthly,Condo,1586.0
1156215,35.0,Female,38699.0,Married,4.0,High School,Self-Employed,36.33384737684917,Suburban,Premium,5.0,1.0,673.0,4.0,2021-01-17 15:21:39.080440,Good,Yes,Weekly,Condo,2104.0
1192107,26.0,Female,93121.0,Married,3.0,Bachelor's,,39.87873759672389,Rural,Premium,1.0,13.0,525.0,2.0,2021-10-07 15:21:39.286113,Average,Yes,Daily,Condo,282.0
864739,19.0,Male,539.0,Single,0.0,High School,,23.31200461734716,Rural,Premium,,6.0,632.0,6.0,2023-12-17 15:21:39.251142,Good,Yes,Monthly,Apartment,83.0
949306,59.0,Male,33114.0,Divorced,4.0,Master's,,24.85815653058385,Rural,Premium,,19.0,826.0,6.0,2022-03-19 15:21:39.149731,Good,Yes,Monthly,Apartment,2065.0
459291,28.0,Female,6680.0,Married,0.0,Bachelor's,,5.925920530407917,Urban,Premium,,13.0,799.0,2.0,2020-07-10 15:21:39.207847,Good,Yes,Monthly,House,541.0
692899,33.0,Female,43777.0,Single,4.0,High School,,8.919368002178382,Rural,Premium,,8.0,,8.0,2023-09-27 15:21:39.112553,Poor,No,Monthly,Apartment,1127.0
73174,28.0,Female,40870.0,Single,0.0,PhD,,28.806899965204742,Urban,Premium,,5.0,435.0,5.0,2022-09-23 15:21:39.225916,Average,No,Monthly,Condo,2589.0
229418,43.0,Female,1348.0,Married,2.0,Master's,Employed,16.140829578011186,Suburban,Basic,0.0,16.0,709.0,1.0,2024-03-26 15:21:39.134960,Average,No,Monthly,Apartment,112.0
1020010,30.0,Male,76579.0,Divorced,,Master's,Employed,31.39132788127299,Urban,Basic,,1.0,672.0,4.0,2023-04-06 15:21:39.110557,Good,No,Daily,House,180.0
67505,18.0,Female,34693.0,Single,,Bachelor's,Unemployed,25.885099482475187,Rural,Basic,,19.0,740.0,2.0,2021-11-09 15:21:39.122134,Poor,No,Daily,Apartment,1149.0
1028732,26.0,Male,71597.0,Married,0.0,Master's,,,Urban,Basic,,12.0,482.0,7.0,2023-03-09 15:21:39.207847,Average,No,Weekly,Condo,1762.0
1093367,32.0,Male,2414.0,Married,3.0,Master's,,21.147084226523447,Rural,Premium,0.0,14.0,,9.0,2022-06-19 15:21:39.108562,,Yes,Rarely,House,362.0
269155,19.0,Female,5510.0,Single,2.0,Bachelor's,Self-Employed,43.91252806088744,Rural,Premium,0.0,1.0,743.0,9.0,2024-01-13 15:21:39.108562,,Yes,Weekly,House,689.0
97537,33.0,Male,25683.0,Married,3.0,Bachelor's,,50.66760076100355,Urban,Comprehensive,,12.0,619.0,5.0,2020-05-11 15:21:39.100695,Good,No,Weekly,Condo,754.0
204113,60.0,Female,1265.0,Married,3.0,PhD,Employed,19.91329780036723,Rural,Comprehensive,1.0,7.0,708.0,3.0,2021-01-22 15:21:39.256696,Average,No,Weekly,Apartment,2200.0
493918,30.0,Female,40797.0,Married,1.0,Bachelor's,Self-Employed,10.653978399568963,Suburban,Comprehensive,1.0,9.0,784.0,3.0,2022-06-06 15:21:39.180553,Poor,No,Weekly,House,1151.0
1173281,50.0,Female,24891.0,Married,3.0,High School,Self-Employed,9.788778238541765,Rural,Comprehensive,,8.0,739.0,5.0,2020-01-07 15:21:39.171102,Poor,No,Daily,House,619.0
1071609,33.0,Female,97730.0,Married,0.0,High School,Self-Employed,,Rural,Basic,,8.0,617.0,3.0,2022-09-16 15:21:39.237118,Good,No,Weekly,House,2574.0
456405,37.0,Male,2167.0,Single,2.0,Bachelor's,,29.084215110408813,Suburban,Comprehensive,,12.0,798.0,7.0,2020-04-06 15:21:39.185215,Poor,Yes,Weekly,Apartment,349.0
593423,60.0,Female,866.0,Single,3.0,Master's,,13.693959340562431,Rural,Premium,,1.0,,9.0,2022-09-11 15:21:39.082499,Good,Yes,Weekly,Apartment,2175.0
131600,50.0,Female,20586.0,Single,4.0,Bachelor's,Unemployed,24.8597282942751,Urban,Comprehensive,2.0,6.0,829.0,5.0,2020-07-22 15:21:39.134960,,No,Weekly,House,639.0
1091224,43.0,Male,34128.0,Married,2.0,Bachelor's,,21.65262776111218,Urban,Comprehensive,0.0,16.0,677.0,8.0,2023-05-02 15:21:39.091080,Average,Yes,Daily,Condo,434.0
1115192,56.0,Female,2420.0,Single,3.0,High School,Unemployed,29.812338025563868,Suburban,Basic,0.0,7.0,425.0,9.0,2022-09-17 15:21:39.128286,Poor,No,Weekly,Apartment,1439.0
457362,31.0,Female,32151.0,Married,3.0,Master's,Unemployed,41.49562343711232,Suburban,Comprehensive,,5.0,669.0,5.0,2023-11-14 15:21:39.112553,Good,Yes,Weekly,House,528.0
1075880,54.0,Female,147895.0,Single,1.0,Bachelor's,Self-Employed,34.82470306031444,Suburban,Premium,0.0,17.0,469.0,5.0,2024-03-18 15:21:39.273973,Average,Yes,Daily,House,20.0
1096754,20.0,Female,15888.0,Married,1.0,Master's,,31.9268031915771,Suburban,Premium,2.0,11.0,464.0,6.0,2023-06-04 15:21:39.134960,Good,Yes,Weekly,House,520.0
10406,52.0,Female,3432.0,Single,3.0,High School,Self-Employed,17.259512625453983,Suburban,Basic,3.0,1.0,508.0,3.0,2020-05-30 15:21:39.214388,Good,No,Weekly,Condo,1034.0
1011312,24.0,Male,2581.0,Married,3.0,Bachelor's,Employed,34.59356927565851,Suburban,Basic,2.0,19.0,591.0,7.0,2022-04-12 15:21:39.171102,Poor,No,Monthly,House,1266.0
399158,47.0,Female,52210.0,Single,1.0,Master's,Self-Employed,28.8266040503026,Urban,Comprehensive,1.0,6.0,694.0,6.0,2020-04-02 15:21:39.269494,,No,Monthly,Apartment,2036.0
804783,24.0,Male,16054.0,Divorced,3.0,High School,,27.68253700871957,Rural,Premium,,9.0,,1.0,2023-03-04 15:21:39.081504,Average,Yes,Rarely,Condo,514.0
1071543,36.0,Male,18077.0,Single,3.0,Master's,,16.965655950002496,Rural,Premium,,13.0,,6.0,2024-05-28 15:21:39.096739,Average,Yes,Daily,Apartment,1327.0
160164,64.0,Male,11847.0,Married,0.0,PhD,,39.070835368603184,Rural,Comprehensive,0.0,14.0,578.0,6.0,2020-07-15 15:21:39.155231,Average,Yes,Weekly,Apartment,75.0
343563,30.0,Male,44158.0,Married,2.0,Bachelor's,,27.879238830050085,Rural,Premium,2.0,9.0,811.0,3.0,2019-12-26 15:21:39.121169,Average,No,Monthly,Apartment,903.0
1134407,20.0,Male,2442.0,Single,0.0,Master's,,,Suburban,Premium,,19.0,812.0,6.0,2023-02-26 15:21:39.134960,Poor,No,Rarely,Condo,2380.0
91504,36.0,Female,2798.0,Married,,PhD,,9.569525345073282,Suburban,Premium,,11.0,501.0,8.0,2022-12-18 15:21:39.110557,Average,No,Daily,Apartment,27.0
453111,45.0,Male,1929.0,Single,2.0,High School,,29.290693174235944,Urban,Comprehensive,2.0,12.0,523.0,5.0,2019-10-03 15:21:39.264504,Good,Yes,Rarely,House,441.0
45943,55.0,Female,29397.0,Divorced,4.0,PhD,Self-Employed,29.959325190782028,Suburban,Basic,4.0,16.0,317.0,4.0,2020-10-31 15:21:39.090124,Average,No,Daily,Condo,1860.0
601471,60.0,Female,9477.0,Married,0.0,Master's,Unemployed,30.86874865459904,Rural,Premium,,17.0,563.0,3.0,2020-10-30 15:21:39.221386,Average,Yes,Weekly,House,1744.0
892682,27.0,Female,59834.0,Married,4.0,PhD,Unemployed,46.477955080646325,Urban,Premium,,13.0,439.0,5.0,2023-12-24 15:21:39.155231,,Yes,Weekly,Condo,1779.0
213043,59.0,Male,81397.0,Divorced,4.0,PhD,,47.70761771370761,Suburban,Premium,0.0,10.0,369.0,8.0,2023-09-04 15:21:39.155231,Good,No,Weekly,Condo,1157.0
498494,46.0,Male,43841.0,Single,0.0,PhD,,35.29401301579012,Urban,Premium,,19.0,692.0,7.0,2019-11-01 15:21:39.088124,Good,No,Daily,Apartment,565.0
487636,29.0,Male,93854.0,Divorced,2.0,PhD,Unemployed,21.7882721349447,Urban,Basic,,6.0,511.0,8.0,2020-01-22 15:21:39.199447,Good,No,Rarely,House,274.0
705486,26.0,Female,,Divorced,2.0,PhD,,24.977477587495155,Rural,Premium,,5.0,743.0,5.0,2023-02-14 15:21:39.134960,Good,No,Monthly,Apartment,378.0
1002441,23.0,Male,52576.0,Divorced,4.0,Master's,,32.67987347180719,Rural,Basic,0.0,0.0,312.0,3.0,2020-09-20 15:21:39.237118,Average,Yes,Daily,House,290.0
1004413,61.0,Female,,Married,2.0,High School,,20.98669690711048,Rural,Comprehensive,3.0,5.0,636.0,1.0,2024-03-24 15:21:39.155231,Poor,Yes,Rarely,Condo,278.0
133668,64.0,Male,93668.0,Married,1.0,Bachelor's,,17.98235675734057,Suburban,Premium,1.0,10.0,,8.0,2021-11-21 15:21:39.230483,Poor,Yes,Weekly,House,44.0
738114,25.0,Male,131042.0,Divorced,4.0,High School,Self-Employed,26.66568047063013,Urban,Basic,1.0,9.0,451.0,3.0,2023-04-25 15:21:39.205850,Good,Yes,Daily,Apartment,2523.0
1054508,58.0,Male,20498.0,Married,0.0,Master's,Unemployed,9.551411779912115,Rural,Comprehensive,0.0,2.0,667.0,2.0,2022-03-19 15:21:39.149731,Good,No,Rarely,House,1013.0
434992,31.0,Male,643.0,Married,4.0,Bachelor's,Employed,33.89991434448272,Rural,Comprehensive,2.0,8.0,477.0,2.0,2019-10-05 15:21:39.149731,Average,No,Rarely,Apartment,555.0
602738,58.0,Female,7077.0,Married,4.0,Bachelor's,,9.837393050929148,Rural,Comprehensive,1.0,11.0,826.0,6.0,2019-11-22 15:21:39.148733,Good,No,Monthly,Apartment,1297.0
25335,43.0,Male,4538.0,Married,0.0,High School,Unemployed,41.64656932990297,Rural,Premium,1.0,8.0,393.0,3.0,2020-08-08 15:21:39.232526,,Yes,Weekly,Condo,952.0
42197,19.0,Male,18405.0,Married,2.0,PhD,,11.564234450835723,Urban,Basic,0.0,19.0,,3.0,2021-11-07 15:21:39.282785,Poor,No,Daily,House,3279.0
397230,41.0,Female,12174.0,Single,2.0,Bachelor's,Unemployed,41.71490866363888,Rural,Comprehensive,1.0,11.0,609.0,3.0,2024-06-07 15:21:39.134960,Good,Yes,Daily,Condo,1633.0
1033228,57.0,Female,53601.0,Divorced,3.0,PhD,Unemployed,32.7644687007964,Urban,Premium,,10.0,390.0,1.0,2023-11-22 15:21:39.130190,Average,Yes,Weekly,House,1821.0
1127931,22.0,Female,68829.0,Single,0.0,PhD,Employed,14.28684355424548,Suburban,Basic,,18.0,301.0,5.0,2021-04-27 15:21:39.143708,Average,No,Monthly,House,561.0
356554,26.0,Female,25154.0,Single,1.0,Master's,,21.35132457818128,Urban,Comprehensive,,18.0,693.0,7.0,2023-04-30 15:21:39.207847,Average,Yes,Monthly,Condo,1829.0
519913,46.0,Male,53525.0,Married,2.0,High School,,13.924478105632293,Rural,Comprehensive,1.0,19.0,,3.0,2023-08-28 15:21:39.248098,Average,Yes,Daily,Condo,166.0
416117,39.0,Female,3523.0,Single,0.0,PhD,Unemployed,46.527403206155405,Urban,Premium,2.0,5.0,603.0,5.0,2020-09-25 15:21:39.125660,Good,Yes,Daily,Apartment,888.0
536275,42.0,Male,,Single,0.0,PhD,Employed,38.75994822782605,Suburban,Comprehensive,0.0,10.0,536.0,6.0,2023-08-30 15:21:39.204790,Good,No,Daily,Condo,160.0
377399,64.0,Male,20641.0,Single,,PhD,,44.45695000640979,Suburban,Basic,,15.0,307.0,3.0,2020-04-28 15:21:39.126661,Average,Yes,Daily,Apartment,742.0
673553,43.0,Female,46216.0,Married,0.0,Bachelor's,Self-Employed,27.829298365549004,Urban,Premium,,13.0,739.0,5.0,2021-11-17 15:21:39.228521,Poor,Yes,Monthly,Apartment,1270.0
673975,46.0,Male,83488.0,Married,0.0,High School,Employed,34.25367915466081,Urban,Comprehensive,,9.0,328.0,2.0,2019-11-23 15:21:39.289099,Good,No,Daily,Condo,1766.0
1060508,43.0,Female,14093.0,Divorced,1.0,Bachelor's,Self-Employed,38.40651082151367,Suburban,Premium,2.0,6.0,657.0,2.0,2023-04-10 15:21:39.155231,Poor,Yes,Daily,Condo,572.0
794681,30.0,Male,1418.0,Married,,Bachelor's,Self-Employed,41.9890019888052,Urban,Basic,2.0,19.0,746.0,7.0,2022-06-09 15:21:39.192212,Good,Yes,Rarely,Apartment,788.0
250047,26.0,Female,14053.0,Divorced,0.0,High School,Unemployed,25.58888715158642,Suburban,Basic,1.0,1.0,553.0,8.0,2021-11-25 15:21:39.095696,Average,No,Daily,Condo,456.0
969316,59.0,Female,28291.0,Divorced,4.0,Master's,Unemployed,36.879589180824,Rural,Premium,,13.0,420.0,7.0,2024-03-07 15:21:39.155231,Good,Yes,Weekly,Condo,1043.0
678974,42.0,Male,1184.0,Divorced,,Bachelor's,Self-Employed,38.35496299258654,Rural,Premium,1.0,3.0,630.0,5.0,2021-12-06 15:21:39.134960,Good,No,Monthly,Condo,81.0
908947,19.0,Female,19574.0,Married,,PhD,,31.080087121898544,Urban,Basic,0.0,5.0,,4.0,2021-01-31 15:21:39.120168,Poor,No,Daily,House,2086.0
796782,31.0,Female,29042.0,Single,4.0,Bachelor's,Self-Employed,15.72640025960787,Suburban,Comprehensive,1.0,4.0,840.0,8.0,2021-06-04 15:21:39.081504,Good,Yes,Weekly,House,1236.0
